Country,Year,Month,Branch,Position,Name,Status,Gender,File,CIA Updated,Created,First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Russia,2020,January,NA,Dep. Premier,Yuriy Petrovich TRUTNEV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Yuriy Petrovich,Yuriy Petrovich,male,99,598
Russia,2020,January,NA,"Min. of Civil Defense, Emergencies, & Natural Disasters",Yevgeniy Nikolayevich ZINICHEV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Yevgeniy Nikolayevich,Yevgeniy,male,100,45
Russia,2020,January,NA,Min. of Culture,Vladimir Rostislavovich MEDINSKIY,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Vladimir Rostislavovich,Vladimir,male,99,5819
Russia,2020,January,NA,Min. of Defense,Sergey Kuzhugetovich SHOYGU,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Sergey Kuzhugetovich,Sergey,male,100,9144
Russia,2020,January,NA,"Min. of Digital Development, Communications, & Mass Media",Konstantin Yuryevich NOSKOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Konstantin Yuryevich,Konstantin,male,100,2239
Russia,2020,January,NA,Min. of Economic Development,Maksim Stanislavovich ORESHKIN,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Maksim Stanislavovich,Maksim,male,100,1063
Russia,2020,January,NA,Min. of Energy,Aleksandr Valentinovich NOVAK,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Aleksandr Valentinovich,Aleksandr,male,100,2515
Russia,2020,January,NA,Min. of Far East Development,Aleksandr Aleksandrovich KOZLOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Aleksandr Aleksandrovich,Aleksandr,male,100,2515
Russia,2020,January,NA,Min. of Foreign Affairs,Sergey Viktorovich LAVROV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Sergey Viktorovich,Sergey,male,100,9144
Russia,2020,January,NA,Min. of Health,Veronika Igoryevna SKVORTSOVA,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Veronika Igoryevna,Veronika,female,98,743
Russia,2020,January,NA,Min. of Industry & Trade,Denis Valentinovich MANTUROV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Denis Valentinovich,Denis,male,100,4644
Russia,2020,January,NA,Min. of Internal Affairs,Vladimir Aleksandrovich KOLOKOLTSEV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Vladimir Aleksandrovich,Vladimir Aleksandrovich,male,100,2
Russia,2020,January,NA,Min. of Justice,Aleksandr Vladimirovich KONOVALOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Aleksandr Vladimirovich,Aleksandr Vladimirovich,male,100,2520
Russia,2020,January,NA,Min. of Labor & Social Protection,Maksim Anatolyevich TOPILIN,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Maksim Anatolyevich,Maksim,male,100,1063
Russia,2020,January,NA,Min. of Science & Higher Education,Mikhail Mikhaylovich KOTYUKOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Mikhail Mikhaylovich,Mikhail,male,100,2058
Russia,2020,January,NA,Min. of Sport,Pavel Anatolyevich KOLOBKOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Pavel Anatolyevich,Pavel,male,100,4094
Russia,2020,January,NA,Min. of Transportation,Yevgeniy Ivanovich DITRIKH,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Yevgeniy Ivanovich,Yevgeniy,male,100,45
Russia,2020,January,NA,"Dir., Foreign Intelligence Service (SVR)",Sergey Yevgenyevich NARYSHKIN,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Sergey Yevgenyevich,Sergey,male,100,9144
Russia,2020,January,NA,"Dir., Federal Security Service (FSB)",Aleksandr Vasilyevich BORTNIKOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Aleksandr Vasilyevich,Aleksandr,male,100,2515
Russia,2020,January,NA,"Sec., Security Council",Nikolay Platonovich PATRUSHEV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Nikolay Platonovich,Nikolay,male,100,1673
Russia,2020,January,NA,Procurator Gen.,Yuriy Yakovlevich CHAYKA,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Yuriy Yakovlevich,Yuriy,male,99,589
Russia,2020,January,NA,"Chmn., Central Bank of Russia",Elvira Sakhipzadovna NABIULLINA,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Elvira Sakhipzadovna,Elvira,female,98,342
Russia,2020,January,NA,Ambassador to the US,Anatoliy Ivanovich ANTONOV,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Anatoliy Ivanovich,Anatoliy,male,99,316
Russia,2020,January,NA,"Permanent Representative to the UN, New York",Vasiliy Alekseyevich NEBENZYA,Titular,NA,January2020ChiefsDirectory.pdf,1-Apr-19,10/6/2021 1:05,Vasiliy Alekseyevich,Vasiliy,male,99,541
Rwanda,2020,January,NA,Min. of Cabinet Affairs,Marie-Solange KAYISIRE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Marie-Solange,Marie-Solange,female,99,116
Rwanda,2020,January,NA,Min. in Charge of Emergency Management,Germaine KAMAYIRESE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Germaine,Germaine,female,100,12
Rwanda,2020,January,NA,Min. of Finance & Economic Planning,"Uzziel NDAGIJIMANA, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Uzziel,Uzziel,male,75,4
Rwanda,2020,January,NA,Min. of Gender & Family Promotion,Solina NYIRAHABIMANA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Solina,Solina,male,51,479
Rwanda,2020,January,NA,Min. of Information & Communications Technology & Innovation,Paula INGABIRE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Paula,Paula,female,100,3
Rwanda,2020,January,NA,Min. of Infrastructure,Claver GATETE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Claver,Claver,male,100,10
Rwanda,2020,January,NA,Min. of Justice,Johnston BUSINGYE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Johnston,Johnston,male,88,94
Rwanda,2020,January,NA,Min. of Local Govt.,"Anastase SHYAKA, Prof.",Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Anastase,Anastase,male,96,26
Rwanda,2020,January,NA,Min. of Public Service & Labor,Fanfan RWANYINDO KAYIRANGWA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Fanfan,Fanfan,female,59,1421
Rwanda,2020,January,NA,Min. of Sports,Aurore Mimosa MUNYANGAJU,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Aurore Mimosa,Aurore,female,100,6
Rwanda,2020,January,NA,Min. of Trade & Industry,Soraya HAKIZUMUREMYI,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Soraya,Soraya,female,98,8231
Rwanda,2020,January,NA,Min. in the Office of the Pres.,Judith UWIZEYE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Judith,Judith,female,100,22
Rwanda,2020,January,NA,Min. of State for Agriculture,Fulgence NSENGIYUMVA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Fulgence,Fulgence,male,100,15
Rwanda,2020,January,NA,Min. of State in Charge of Cooperation,Eugene-Richard GASANA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Eugene-Richard,Eugene-Richard,male,99,191
Rwanda,2020,January,NA,Min. of State in Charge of Constitutional & Legal Affairs,Evode UWIZEYIMANA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Evode,Evode,male,100,11
Rwanda,2020,January,NA,Min. of State in Charge of the East African Community,Olivier NDUHUNGIREHE,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Olivier,Olivier,male,98,165
Rwanda,2020,January,NA,Min. of State in Charge of Economic Planning,"Claudine UWERA, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Claudine,Claudine,female,98,90
Rwanda,2020,January,NA,Min. of State in Charge of Primary & Secondary Education,"Isaac MUNYAKAZI, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Isaac,Isaac,male,97,33
Rwanda,2020,January,NA,Min. of State for Social Affairs,"Alvera MUKABARAMBA, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Alvera,Alvera,female,100,2
Rwanda,2020,January,NA,"Chief Executive Officer, Rwanda Development Board",Claire AKAMANZI,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Claire,Claire,female,98,49
Rwanda,2020,January,NA,Ambassador to the US,Mathilde MUKANTABANA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Mathilde,Mathilde,female,100,5
Saint Kitts and Nevis,2020,January,NA,Governor Gen.,Cuthbert Montraville SEBASTIAN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Cuthbert Montraville,Cuthbert,male,97,158
Saint Kitts and Nevis,2020,January,NA,Senior Min.,Vance ARMORY,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Vance,Vance,male,100,3416
Saint Kitts and Nevis,2020,January,NA,Min. of Foreign Affairs & Aviation,Mark Anthony Graham BRANTLEY,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Mark Anthony Graham,Anthony,male,100,3
Saint Kitts and Nevis,2020,January,NA,"Min. of Tourism, Intl. Trade, Industry, & Commerce",Lindsay GRANT,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Lindsay,Lindsay,female,94,10143
Saint Kitts and Nevis,2020,January,NA,Ambassador to the US,"Thelma PHILLIP-BROWNE, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Thelma,Thelma,female,98,1727
Saint Kitts and Nevis,2020,January,NA,"Permanent Representative to the UN, New York",Delano Frank BART,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Delano Frank,Delano Frank,male,99,66724
Saint Lucia,2020,January,NA,Governor Gen.,"Pearlette LOUISY, Dame",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Pearlette,Pearlette,female,100,2
Saint Lucia,2020,January,NA,Prime Min.,Allen CHASTENET,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Allen,Allen,male,96,10293
Saint Lucia,2020,January,NA,"Min. for Commerce, Industry, Investment, Enterprise Development, & Consumer Affairs",Bradley FELIX,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Bradley,Bradley,male,100,3
Saint Lucia,2020,January,NA,"Min. for Economic Development, Housing, Urban Renewal, Transport, & Civil Aviation",Guy JOSEPH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Guy,Guy,male,98,20859
Saint Lucia,2020,January,NA,"Min. for Education, Innovation, Gender Relations, & Sustainable Development",Gale RINGOBERT,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Gale,Gale,female,75,4
Saint Lucia,2020,January,NA,"Min. for Equity, Social Justice, Empowerment, & Local Government",Lenard MONTOUTE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Lenard,Lenard,male,98,213
Saint Lucia,2020,January,NA,Min. for Finance,Ubaldus RAYMOND,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ubaldus,Ubaldus,male,100,3
Saint Lucia,2020,January,NA,"Min. for Home Affairs, Justice, & National Security",Hermangild FRANCIS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Hermangild,Hermangild,male,100,3
Saint Lucia,2020,January,NA,"Min. for Infrastructure, Ports, Energy, & Labor",Stephenson KING,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Stephenson,Stephenson,male,99,81
Saint Lucia,2020,January,NA,Min. in the Office of the Prime Min. With Responsibility for External Affairs,Sarah FLOOD BEAUBRUN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Sarah,Sarah,female,98,127402
Saint Lucia,2020,January,NA,Attorney Gen.,Marlene Malahoo FORTE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Marlene Malahoo,Marlene,female,98,11755
Saint Lucia,2020,January,NA,Ambassador to the US,Anton Edsel EDMUNDS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Anton Edsel,Anton Edsel,male,99,24469
Saint Lucia,2020,January,NA,"Permanent Representative to the UN, New York",Menissa RAMBALLY,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Menissa,Menissa,female,75,4
Saint Vincent and the Grenadines,2020,January,NA,Governor Gen.,"Frederick Nathaniel BALLANTYNE, Sir",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Frederick Nathaniel,Frederick Nathaniel,male,99,9657
Saint Vincent and the Grenadines,2020,January,NA,Prime Min.,Ralph Everard GONSALVES,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ralph Everard,Ralph,male,75,4
Saint Vincent and the Grenadines,2020,January,NA,Dep. Prime Min.,Louis STRAKER,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Louis,Louis,male,97,22473
Saint Vincent and the Grenadines,2020,January,NA,"Min. of Agriculture, Industry, Forestry, Fisheries, & Rural Transformation",Saboto CAESAR,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Saboto,Saboto,male,75,4
Saint Vincent and the Grenadines,2020,January,NA,"Min. of Education, National Reconciliation, Ecclesiastical Affairs, & Information",St. Clair PRINCE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,St  Clair,St  Clair,female,54,2285
Saint Vincent and the Grenadines,2020,January,NA,"Min. of Finance, Economic Planning, Sustainable Development & Information Technology",Camillo GONSALVES,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Camillo,Camillo,male,99,1195
Saint Vincent and the Grenadines,2020,January,NA,Planning,Montgomery DANIEL,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Montgomery,Montgomery,male,89,113
Saint Vincent and the Grenadines,2020,January,NA,"Min. of Tourism, Sports, & Culture",Cecil MCKIE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Cecil,Cecil,male,91,4024
Saint Vincent and the Grenadines,2020,January,NA,"Min. of Transport, Works, Urban Development, & Local Govt.",Julian FRANCIS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Julian,Julian,male,95,24021
Saint Vincent and the Grenadines,2020,January,NA,Ambassador to the US,Lou-Anne Gaylene GILCHRIST,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Lou-Anne Gaylene,Lou-Anne Gaylene,female,96,148
Saint Vincent and the Grenadines,2020,January,NA,"Permanent Representative to the UN, New York",Inga Rhonda KING,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Inga Rhonda,Inga Rhonda,female,98,8774
Samoa,2020,January,NA,Chief of State,Tuimalealiifano Vaaletoa SUALAUVI,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Tuimalealiifano Vaaletoa,,,,
Samoa,2020,January,NA,Prime Min.,Fatiaalofa Aiono Lupesolia'i Sailele Malielegaoi TUILAEPA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Fatiaalofa Aiono Lupesolia'i Sailele Malielegaoi,,,,
Samoa,2020,January,NA,Dep. Prime Min.,Naomi Mata'afa FIAME,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Naomi Mata'afa,Naomi,female,75,4
Samoa,2020,January,NA,Min. of Agriculture & Fisheries,Natanielu Mua LOPAOO,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Natanielu Mua,Mua,male,66,156
Samoa,2020,January,NA,"Min. of Commerce, Industry, & Labor",Fio Selafi Joseph Purcell LAUTAFI,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Fio Selafi Joseph Purcell,Joseph,male,100,5
Samoa,2020,January,NA,Min. of Communication & Information Technology,Lepuiai Rio Tupai AFAMASAGA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Lepuiai Rio Tupai,Rio Tupai,male,90,4258
Samoa,2020,January,NA,"Min. of Education, Sports, & Culture",Solamalemalo Keneti Sio LOAU,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Solamalemalo Keneti Sio,Sio,male,76,149
Samoa,2020,January,NA,Min. of Finance,Epa Tuioti SILI,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Epa Tuioti,Epa,female,73,162
Samoa,2020,January,NA,Min. of Health,Kika Stowers-Ah Kau FAIMALOTOA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Kika Stowers-Ah Kau,Kika Kau,female,89,2956
Samoa,2020,January,NA,Min. of Justice & Courts Admin.,Katopau Ainu'u FAAOLESA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Katopau Ainu'u,,,,
Samoa,2020,January,NA,Min. of Police,Fatiaalofa Aiono Lupesolia'I Sailele Malielegaoi TUILAEPA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Fatiaalofa Aiono Lupesolia  Sailele Malielegaoi,,male,67,3
Samoa,2020,January,NA,Min. of Prisons & Rehabilitation,Fea Leniu Tionisio Hunt TIALAVEA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Fea Leniu Tionisio Hunt,Fea Leniu Hunt,male,52,150
Samoa,2020,January,NA,Min. of Tourism,Fata Pinati SALA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Fata Pinati,Fata,male,75,4
Samoa,2020,January,NA,"Min. of Women, Community, & Social Development","Tuitama Talalelei Leao TUITAMA, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Tuitama Talalelei Leao,Leao,male,91,106
Samoa,2020,January,NA,"Min. of Works, Transport, & Infrastructure",Niko Lee Hang PAPALIITELE,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Niko Lee Hang,Niko Lee,male,86,51732
Samoa,2020,January,NA,Attorney Gen.,Lemalu Hermann P. RETZLAFF,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Lemalu Hermann,Hermann,male,97,4973
Samoa,2020,January,NA,"Governor, Central Bank",Atalina ENARI,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Atalina,Atalina,female,100,3
Samoa,2020,January,NA,Ambassador to the US,Feturi ELISAIA,Titular,NA,January2020ChiefsDirectory.pdf,29-Apr-19,10/6/2021 1:05,Feturi,Feturi,female,75,4
San Marino,2020,January,NA,Captain Regent (Co-Head of State),Antonella MULARONI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Antonella,Antonella,female,100,4
San Marino,2020,January,NA,Sec. of State for Foreign & Political Affairs & for Telecommunications & Transportation,Pasquale VALENTINI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Pasquale,Pasquale,male,75,4
San Marino,2020,January,NA,Sec. of Interior & Civil Protection,Valeria CIAVATTA,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Valeria,Valeria,female,83,6
San Marino,2020,January,NA,"Sec. of Public Education, Culture, & Youth Policies",Romeo MORRI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Romeo,Romeo,male,75,4
San Marino,2020,January,NA,"Sec. of Territory, Environment, & Agriculture",Gian Carlo VENTURINI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Gian Carlo,Gian Carlo,male,100,20
San Marino,2020,January,NA,"Sec. of Tourism, Sports, & Economic Planning",Fabio BERARDI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Fabio,Fabio,male,100,51
San Marino,2020,January,NA,Ambassador to the US,Damiano BELEFFI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Damiano,Damiano,male,100,3
San Marino,2020,January,NA,"Permanent Representative to the UN, New York",Daniele BODINI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Daniele,Daniele,male,100,38
Sao Tome and Principe,2020,January,NA,Pres.,Evaristo CARVALHO,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Evaristo,Evaristo,male,100,2
Sao Tome and Principe,2020,January,NA,"Min. of Agriculture, Fisheries, & Rural Development",Francisco Martins DOS RAMOS,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Francisco Martins,Francisco,male,100,8
Sao Tome and Principe,2020,January,NA,Min. of Education & Higher Education,Julieta Izidro RODRIGUES,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Julieta Izidro,Julieta,female,75,4
Sao Tome and Principe,2020,January,NA,"Min. for Foreign Affairs, Cooperation, & Communities",Elsa PINTO,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Elsa,Elsa,female,100,7
Sao Tome and Principe,2020,January,NA,"Min. of Justice, Public Admin., & Human Rights",Ivete da Graca CORREIA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Ivete da Graca,Ivete,female,75,4
Sao Tome and Principe,2020,January,NA,"Min. of Planning, Finance, and Blue Economy",Osvaldo VAZ,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Osvaldo,Osvaldo,male,100,15
Sao Tome and Principe,2020,January,NA,"Min. of Youth, Sports, & Entrepreneurship",Vinicius Xavier DE PINA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Vinicius Xavier,Vinicius,male,75,4
Sao Tome and Principe,2020,January,NA,Min. in the Presidency for the Council of Ministers & Parliamentary Affairs,Wuando Borge CASTRO,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Wuando Borge,Borge,male,97,29
Sao Tome and Principe,2020,January,NA,"Governor, Bank of Sao Tome & Principe",Maria do Carmo Trovoada SILEIRA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Maria do Carmo Trovoada,Maria,female,100,14
Sao Tome and Principe,2020,January,NA,Ambassador to the US,Carlos Filomeno Azevedo Agostinho das NEVES,Titular,NA,January2020ChiefsDirectory.pdf,19-Jun-19,10/6/2021 1:05,Carlos Filomeno Azevedo Agostinho das,Carlos Agostinho,male,100,39
Saudi Arabia,2020,January,NA,King & Prime Min.,SALMAN bin Abd al-Aziz Al Saud,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,bin Abd al-Aziz Al Saud,Bin Abd Al-Aziz Al Saud,male,95,3987
Saudi Arabia,2020,January,NA,Min. of Civil Service,Sulayman bin Abdallah al-HAMDAN,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Sulayman bin Abdallah al,Sulayman Bin Abdallah Al,male,90,1738
Saudi Arabia,2020,January,NA,Min. of Commerce & Investment,Majid bin Abdallah al-QASABI,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Majid bin Abdallah al,Majid Bin Abdallah Al,male,92,2381
Saudi Arabia,2020,January,NA,Min. of Communications & Information Technology,Abdallah bin Ammar al-SAWAYLAH,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Abdallah bin Ammar al,Abdallah Bin Ammar Al,male,93,2737
Saudi Arabia,2020,January,NA,Min. of Culture,BADR bin Abdallah bin Muhammad bin Farhan Al Saud,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,bin Abdallah bin Muhammad bin Farhan Al Saud,Bin Abdallah Bin Muhammad Bin Farhan Al Saud,male,96,6022
Saudi Arabia,2020,January,NA,Min. of Economy & Planning,Muhammad bin Mazyad al-TUWAYJRI,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Muhammad bin Mazyad al,Muhammad Bin Mazyad Al,male,94,2694
Saudi Arabia,2020,January,NA,Min. of Education,Hamad bin Muhammad bin Hamad al-SHAYKH,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Hamad bin Muhammad bin Hamad al,Hamad Bin Muhammad Bin Hamad Al,male,95,5114
Saudi Arabia,2020,January,NA,"Min. of Environment, Water, & Agriculture",Abd al-Rahman bin Abd al-Muhsin al-FADHLI,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Abd al-Rahman bin Abd al-Muhsin al,Abd Bin Abd Al,male,91,1972
Saudi Arabia,2020,January,NA,Min. of Foreign Affairs,Faysal bin FARHAN,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Faysal bin,Faysal Bin,male,96,184
Saudi Arabia,2020,January,NA,Min. of the Haj and Umrah,Muhammad Salih BANTAN,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Muhammad Salih,Muhammad Salih,male,99,1600
Saudi Arabia,2020,January,NA,Min. of Health,Tawfiq bin Fawzan al-RABIAH,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Tawfiq bin Fawzan al,Tawfiq Bin Fawzan Al,male,88,1324
Saudi Arabia,2020,January,NA,Min. of Housing,Majid al-HUQAYL,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Majid al,Majid Al,male,100,5
Saudi Arabia,2020,January,NA,Min. of Information,Turki bin Abdallah al-SHABANA,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Turki bin Abdallah al,Turki Bin Abdallah Al,male,94,3726
Saudi Arabia,2020,January,NA,Min. of Industry & Mineral Resources,Bandar al-KHORAYEF,Titular,NA,January2020ChiefsDirectory.pdf,7-Nov-19,10/6/2021 1:05,Bandar al,Bandar Al,male,95,19
